video_path,clase,num_vineta,start_frame,end_frame,kp_path,split
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1005,1035,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1020,1050,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1035,1065,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1050,1080,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1065,1095,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1080,1110,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1095,1125,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1110,1140,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1125,1155,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1140,1170,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1155,1185,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1170,1200,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1185,1215,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1200,1230,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1215,1245,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1230,1260,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1245,1275,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1260,1290,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1275,1305,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1290,1320,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1305,1335,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1320,1350,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1335,1365,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1350,1380,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1365,1395,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1380,1410,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1395,1425,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1410,1440,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1425,1455,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1440,1470,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1455,1485,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1470,1500,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1485,1515,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1500,1530,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1515,1545,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1530,1560,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1545,1575,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1560,1590,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1575,1605,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1590,1620,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1605,1635,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1620,1650,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1635,1665,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1650,1680,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1665,1695,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1680,1710,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1695,1725,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1710,1740,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1725,1755,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1740,1770,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1755,1785,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1770,1800,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1785,1815,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1800,1830,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1815,1845,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1830,1860,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1845,1875,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1860,1890,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1875,1905,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1890,1920,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1905,1935,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1920,1950,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1935,1965,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1950,1980,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1965,1995,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1980,2010,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,1995,2025,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2010,2040,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2025,2055,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2040,2070,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2055,2085,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2070,2100,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2085,2115,,train
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2100,2130,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2115,2145,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2130,2160,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2145,2175,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2160,2190,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2175,2205,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2190,2220,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2205,2235,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2220,2250,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2235,2265,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2250,2280,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2265,2295,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2280,2310,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2295,2325,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2310,2340,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2325,2355,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2340,2370,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2355,2385,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2370,2400,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2385,2415,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2400,2430,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2415,2445,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2430,2460,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2445,2475,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2460,2490,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2475,2505,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2490,2520,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2505,2535,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2520,2550,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2535,2565,,val
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2550,2580,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2565,2595,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2580,2610,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2595,2625,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2610,2640,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2625,2655,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2640,2670,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2655,2685,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2670,2700,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2685,2715,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2700,2730,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2715,2745,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2730,2760,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2745,2775,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2760,2790,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2775,2805,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2790,2820,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2805,2835,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2820,2850,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2835,2865,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2850,2880,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2865,2895,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2880,2910,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2895,2925,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2910,2940,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2925,2955,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2940,2970,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2955,2985,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2970,3000,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,2985,3015,,test
data/videos/original/Historias vinetas (2).mp4,vineta_002,2,3000,3030,,test
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,0,30,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,15,45,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,30,60,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,45,75,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,60,90,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,75,105,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,90,120,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,105,135,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,120,150,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,135,165,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,150,180,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,165,195,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,180,210,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,195,225,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,210,240,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,225,255,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,240,270,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,255,285,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,270,300,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,285,315,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,300,330,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,315,345,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,330,360,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,345,375,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,360,390,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,375,405,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,390,420,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,405,435,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,420,450,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,435,465,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,450,480,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,465,495,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,480,510,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,495,525,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,510,540,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,525,555,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,540,570,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,555,585,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,570,600,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,585,615,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,600,630,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,615,645,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,630,660,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,645,675,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,660,690,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,675,705,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,690,720,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,705,735,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,720,750,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,735,765,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,750,780,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,765,795,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,780,810,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,795,825,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,810,840,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,825,855,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,840,870,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,855,885,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,870,900,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,885,915,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,900,930,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,915,945,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,930,960,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,945,975,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,960,990,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,975,1005,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,990,1020,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1005,1035,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1020,1050,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1035,1065,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1050,1080,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1065,1095,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1080,1110,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1095,1125,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1110,1140,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1125,1155,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1140,1170,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1155,1185,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1170,1200,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1185,1215,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1200,1230,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1215,1245,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1230,1260,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1245,1275,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1260,1290,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1275,1305,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1290,1320,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1305,1335,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1320,1350,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1335,1365,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1350,1380,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1365,1395,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1380,1410,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1395,1425,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1410,1440,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1425,1455,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1440,1470,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1455,1485,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1470,1500,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1485,1515,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1500,1530,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1515,1545,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1530,1560,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1545,1575,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1560,1590,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1575,1605,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1590,1620,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1605,1635,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1620,1650,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1635,1665,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1650,1680,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1665,1695,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1680,1710,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1695,1725,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1710,1740,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1725,1755,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1740,1770,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1755,1785,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1770,1800,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1785,1815,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1800,1830,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1815,1845,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1830,1860,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1845,1875,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1860,1890,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1875,1905,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1890,1920,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1905,1935,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1920,1950,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1935,1965,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1950,1980,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1965,1995,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1980,2010,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,1995,2025,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2010,2040,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2025,2055,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2040,2070,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2055,2085,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2070,2100,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2085,2115,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2100,2130,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2115,2145,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2130,2160,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2145,2175,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2160,2190,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2175,2205,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2190,2220,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2205,2235,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2220,2250,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2235,2265,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2250,2280,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2265,2295,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2280,2310,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2295,2325,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2310,2340,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2325,2355,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2340,2370,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2355,2385,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2370,2400,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2385,2415,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2400,2430,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2415,2445,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2430,2460,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2445,2475,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2460,2490,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2475,2505,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2490,2520,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2505,2535,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2520,2550,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2535,2565,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2550,2580,,train
data/videos/original/Historias vinetas (3).mp4,vineta_003,3,2565,2595,,train
